Type,Depth,Magnitude,ID,Latitude,Longitude,Dates
Earthquake,133.3,6.5,ISCGEM852583,-6.193,130.402,1965-11-21 10:31:55
Earthquake,55.0,5.7,ISCGEM852609,51.936,-176.092,1965-11-22 14:00:30
Earthquake,25.0,5.9,ISCGEM852616,51.361,-179.716,1965-11-22 20:25:31
Earthquake,20.0,6.2,ISCGEM852620,2.983,124.831,1965-11-23 01:17:30
Earthquake,30.0,5.6,ISCGEM852621,51.42,-179.7,1965-11-23 02:17:50
Earthquake,55.0,5.8,ISCGEM852636,-8.666,111.103,1965-11-23 16:31:06
Earthquake,60.0,5.6,ISCGEM852723,33.011,141.079,1965-11-27 08:42:24
Earthquake,70.0,5.8,ISCGEM852726,-9.611,159.797,1965-11-27 12:01:56
Earthquake,25.0,6.2,ISCGEM852739,-45.847,-72.958,1965-11-28 03:56:46
Earthquake,77.4,5.9,ISCGEM852740,36.096,27.318,1965-11-28 05:26:06
Earthquake,60.0,5.8,ISCGEMSUP852752,-4.841,103.103,1965-11-28 21:31:45
Earthquake,15.0,5.8,ISCGEM851508,51.101,-170.604,1965-12-04 02:11:50
Earthquake,35.0,5.6,ISCGEM851530,52.612,173.14,1965-12-05 18:14:52
Earthquake,25.0,6.7,ISCGEM851547,18.919,-107.176,1965-12-06 11:34:55
Earthquake,122.5,6.3,ISCGEMSUP851584,-6.458,146.298,1965-12-07 22:19:17
Earthquake,175.0,6.0,ISCGEM851601,-37.199,177.558,1965-12-08 18:05:27
Earthquake,35.0,6.4,ISCGEM851606,17.135,-100.126,1965-12-09 06:07:47
Earthquake,645.0,6.2,ISCGEM851614,-18.108,-178.062,1965-12-09 13:12:56
Earthquake,52.8,5.9,ISCGEM851639,-11.292,166.143,1965-12-10 21:53:19
Earthquake,29.2,6.0,ISCGEM851705,44.688,149.939,1965-12-13 10:52:11
Earthquake,23.1,5.6,ISCGEM851711,44.757,150.195,1965-12-13 14:46:12
Earthquake,15.0,5.8,ISCGEM851771,-56.722,-141.439,1965-12-15 19:19:49
Earthquake,25.0,6.3,ISCGEM851774,7.65,-81.913,1965-12-15 23:05:25
Earthquake,26.9,5.8,ISCGEM851890,52.293,160.356,1965-12-22 00:28:51
Earthquake,52.4,6.1,ISCGEM851909,58.335,-153.303,1965-12-22 19:41:24
Earthquake,20.1,5.6,ISCGEM851933,60.481,-140.766,1965-12-23 20:47:38
Earthquake,621.8,6.2,ISCGEM851951,-18.096,-178.979,1965-12-25 02:57:59
Earthquake,80.1,5.9,ISCGEM851979,-5.201,151.583,1965-12-26 03:53:12
Earthquake,45.0,5.8,ISCGEM852030,27.863,141.992,1965-12-28 20:32:27
Earthquake,35.0,5.6,ISCGEM852053,54.21,-164.476,1965-12-30 02:06:35
Earthquake,100.0,5.8,ISCGEM852060,-16.673,-71.111,1965-12-30 06:16:04
Earthquake,25.0,5.8,ISCGEM850665,13.248,95.42,1966-01-05 17:21:29
Earthquake,35.0,5.9,ISCGEM850772,0.586,120.141,1966-01-11 03:10:54
Earthquake,15.0,6.0,ISCGEM850781,33.675,137.244,1966-01-11 14:16:32
Earthquake,22.5,5.7,ISCGEM850836,52.829,172.048,1966-01-13 10:41:14
Earthquake,22.5,5.8,ISCGEM850905,52.764,172.058,1966-01-16 09:11:51
Earthquake,10.0,5.8,ISCGEM851021,37.883,138.151,1966-01-20 01:44:47
Earthquake,20.0,6.2,ISCGEM851097,55.956,-153.942,1966-01-22 14:27:09
Earthquake,10.0,5.8,ISCGEM851175,30.013,69.606,1966-01-24 07:23:10
Earthquake,60.0,5.6,ISCGEM851232,-59.548,-26.465,1966-01-26 01:00:14
Earthquake,10.0,6.0,ISCGEM851301,-17.114,168.559,1966-01-28 05:42:17
Earthquake,115.6,5.6,ISCGEM851328,51.514,157.119,1966-01-28 22:38:14
Earthquake,25.0,5.7,ISCGEMSUP851422,-24.837,-64.413,1966-01-31 14:01:24
Earthquake,158.6,5.7,ISCGEM849825,0.211,123.555,1966-02-03 05:48:11
Earthquake,61.1,5.7,ISCGEM849833,16.709,119.973,1966-02-03 11:58:36
Earthquake,25.0,5.8,ISCGEM849843,24.13,121.966,1966-02-03 17:57:42
Earthquake,180.0,6.4,ISCGEM849861,-15.899,167.914,1966-02-04 10:39:12
Earthquake,10.0,6.2,ISCGEM849877,39.093,21.777,1966-02-05 02:01:45
Earthquake,10.0,6.4,ISCGEM849911,26.246,103.187,1966-02-05 15:12:31
Earthquake,119.4,5.9,ISCGEMSUP849913,50.023,155.506,1966-02-05 16:16:05
Earthquake,10.0,6.5,ISCGEM849961,29.956,69.761,1966-02-07 04:26:13
Earthquake,10.0,6.5,ISCGEM849991,30.276,70.041,1966-02-07 23:06:36
Earthquake,40.0,6.3,ISCGEM850033,-56.79,-25.965,1966-02-09 04:40:32
Earthquake,45.0,5.8,ISCGEM850037,-9.851,116.376,1966-02-09 07:18:50
Earthquake,35.0,5.8,ISCGEM850066,31.193,142.001,1966-02-10 05:29:15
Earthquake,45.7,6.5,ISCGEM850077,20.711,146.163,1966-02-10 14:21:13
Earthquake,35.0,6.0,ISCGEM850145,-6.561,132.642,1966-02-13 06:36:01
Earthquake,10.0,5.9,ISCGEM850150,26.12,103.222,1966-02-13 10:44:40
Earthquake,35.0,6.6,ISCGEM850227,-17.67,168.021,1966-02-16 03:18:29
Earthquake,15.0,6.6,ISCGEM850269,-32.265,78.866,1966-02-17 11:48:00
Earthquake,15.0,5.7,ISCGEM850271,-32.233,78.999,1966-02-17 12:42:59
Earthquake,35.0,5.9,ISCGEM850284,6.709,123.842,1966-02-18 06:59:04
Earthquake,15.0,6.0,ISCGEM850356,-55.495,-27.079,1966-02-21 00:22:29
Earthquake,120.0,5.6,ISCGEM850367,26.14,125.744,1966-02-21 13:18:50
Earthquake,35.0,6.9,ISCGEM850390,-5.388,151.592,1966-02-22 05:02:39
Earthquake,20.0,6.0,ISCGEM850482,-15.404,-172.843,1966-02-25 22:50:48
Earthquake,35.0,5.6,ISCGEM850487,52.55,173.462,1966-02-26 00:33:50
Earthquake,217.6,5.6,ISCGEM850544,43.691,139.738,1966-02-28 02:02:13
Earthquake,45.0,6.0,ISCGEM850553,29.244,130.344,1966-02-28 13:35:42
Earthquake,64.7,5.7,ISCGEM850562,-25.983,-70.328,1966-02-28 21:38:54
Earthquake,45.8,5.8,ISCGEM848903,48.256,154.425,1966-03-03 03:25:29
Earthquake,30.0,5.9,ISCGEM848946,-38.747,178.061,1966-03-04 23:58:56
Earthquake,20.0,6.7,ISCGEM848978,31.525,80.487,1966-03-06 02:10:56
Earthquake,20.0,6.3,ISCGEM848981,31.422,80.554,1966-03-06 02:15:56
Earthquake,25.0,6.5,ISCGEM849021,37.156,114.875,1966-03-07 21:29:19
Earthquake,35.0,6.2,ISCGEM849028,-13.696,166.555,1966-03-08 01:13:43
Earthquake,35.0,6.2,ISCGEM849033,1.903,126.334,1966-03-08 05:41:06
Earthquake,35.0,5.6,ISCGEM849034,1.742,126.337,1966-03-08 06:00:07
Earthquake,108.6,5.8,ISCGEMSUP849053,-19.991,-68.842,1966-03-08 20:46:12
Earthquake,30.0,7.5,ISCGEM849160,24.122,122.583,1966-03-12 16:31:20
Earthquake,625.0,6.7,ISCGEM849341,-21.149,-179.093,1966-03-17 15:50:33
Earthquake,10.0,5.6,ISCGEM849390,-52.655,19.709,1966-03-19 17:16:39
Earthquake,29.3,6.6,ISCGEM849400,0.622,29.863,1966-03-20 01:42:53
Earthquake,25.0,5.6,ISCGEM849416,-21.176,-174.429,1966-03-20 09:04:25
Earthquake,20.0,6.2,ISCGEM849479,37.535,115.039,1966-03-22 08:11:37
Earthquake,20.0,6.8,ISCGEM849480,37.545,115.061,1966-03-22 08:19:36
Earthquake,49.5,6.2,ISCGEM849501,23.973,122.938,1966-03-23 00:04:36
Earthquake,30.0,5.9,ISCGEMSUP849541,-13.626,166.829,1966-03-24 08:27:51
Earthquake,20.0,6.0,ISCGEM849601,37.714,115.275,1966-03-26 15:19:04
Earthquake,20.0,5.9,ISCGEM849603,37.798,115.096,1966-03-26 18:14:22
Earthquake,25.0,5.7,ISCGEM849641,8.865,-83.467,1966-03-27 18:53:41
Earthquake,80.0,6.0,ISCGEM849682,23.869,142.248,1966-03-29 02:17:40
Earthquake,20.0,6.0,ISCGEM849686,37.464,115.127,1966-03-29 06:12:00
Earthquake,48.5,5.7,ISCGEM848041,36.617,141.121,1966-04-03 04:43:39
Earthquake,10.0,5.8,ISCGEM848084,12.01,92.483,1966-04-04 06:42:13
Earthquake,10.0,6.3,ISCGEM848136,-45.685,96.003,1966-04-06 02:59:01
Earthquake,26.2,5.6,ISCGEM848162,56.382,-154.604,1966-04-06 22:28:38
Earthquake,49.7,5.7,ISCGEM848174,26.199,127.507,1966-04-07 09:42:34
Earthquake,46.6,6.2,ISCGEM848199,51.301,157.703,1966-04-08 01:46:46
Earthquake,25.0,5.8,ISCGEM848237,9.409,-84.282,1966-04-09 02:42:09
Earthquake,55.0,5.7,ISCGEM848256,-14.074,166.724,1966-04-09 14:49:25
Earthquake,60.5,6.1,ISCGEM848290,-31.452,-71.049,1966-04-10 16:36:16
Earthquake,30.0,5.7,ISCGEM848314,18.113,-102.557,1966-04-11 17:17:30
Earthquake,35.0,6.3,ISCGEM848349,-38.231,-72.695,1966-04-12 23:37:42
Earthquake,45.0,5.9,ISCGEM848355,-38.194,-73.198,1966-04-13 03:35:18
Earthquake,15.0,6.2,ISCGEM848441,56.896,-153.601,1966-04-16 01:27:14
Earthquake,25.0,6.0,ISCGEM848572,18.82,147.221,1966-04-20 16:26:19
Earthquake,20.0,6.0,ISCGEM848573,41.703,48.238,1966-04-20 16:42:06
Earthquake,10.0,6.0,ISCGEM848596,35.581,142.171,1966-04-21 15:45:21
Earthquake,10.9,5.9,ISCGEM848601,35.6,142.037,1966-04-21 17:36:48
Earthquake,21.4,5.9,ISCGEM848610,-37.656,-73.428,1966-04-22 03:06:35
Earthquake,20.9,5.8,ISCGEM848633,57.271,-152.483,1966-04-22 23:27:21
Earthquake,20.0,6.5,ISCGEM848634,-0.711,122.191,1966-04-23 00:09:35
Earthquake,35.0,6.1,ISCGEM848649,-0.57,122.235,1966-04-23 08:56:43
Earthquake,161.0,6.4,ISCGEM847068,-8.341,-74.142,1966-05-01 16:22:57
Earthquake,35.0,6.1,ISCGEM847081,-5.996,149.735,1966-05-02 09:52:48
Earthquake,105.0,5.6,ISCGEM847094,-8.495,114.967,1966-05-02 16:39:45
Earthquake,50.0,6.2,ISCGEM847191,24.298,122.595,1966-05-05 14:21:23
Earthquake,25.0,6.0,ISCGEM847303,34.425,26.455,1966-05-09 00:42:56
Earthquake,24.7,6.2,ISCGEM847380,48.888,156.275,1966-05-11 14:17:39
Earthquake,25.7,5.6,ISCGEM847381,48.848,156.288,1966-05-11 14:26:42
Earthquake,20.6,5.8,ISCGEM847389,48.853,156.133,1966-05-11 21:39:37
Earthquake,10.0,5.7,ISCGEM847467,34.023,138.983,1966-05-14 17:03:54
Earthquake,35.1,6.1,ISCGEM847497,51.41,-178.291,1966-05-15 14:46:08
Earthquake,201.1,5.7,ISCGEM847502,-6.974,129.352,1966-05-16 02:46:42
Earthquake,19.5,5.6,ISCGEM847531,-44.195,-75.478,1966-05-17 16:58:16
Earthquake,20.0,5.9,ISCGEM847550,24.97,-109.085,1966-05-18 07:32:06
Earthquake,32.3,6.0,ISCGEM847580,53.934,-164.122,1966-05-19 07:06:29
Earthquake,25.0,6.1,ISCGEM847619,13.901,146.481,1966-05-20 09:14:45
Earthquake,60.0,5.5,ISCGEM847637,19.374,122.147,1966-05-20 18:02:38
Earthquake,20.0,5.7,ISCGEM847725,30.081,139.992,1966-05-23 08:39:45
Earthquake,25.0,5.7,ISCGEM847731,13.894,146.41,1966-05-23 14:22:32
Earthquake,65.0,5.7,ISCGEM847783,-6.384,131.044,1966-05-25 08:29:03
Earthquake,35.0,5.7,ISCGEM847787,-21.658,169.814,1966-05-25 12:07:07
Earthquake,10.0,6.1,ISCGEM847789,-52.772,160.124,1966-05-25 13:20:54
Earthquake,50.0,5.8,ISCGEM847878,24.274,122.631,1966-05-28 00:03:59
Earthquake,15.0,5.8,ISCGEM845999,-23.461,-174.657,1966-06-01 11:47:33
Earthquake,20.6,5.5,ISCGEM846023,50.993,175.957,1966-06-02 03:27:52
Earthquake,140.0,5.8,ISCGEM846032,-0.047,123.13,1966-06-02 07:08:05
Earthquake,39.1,6.0,ISCGEM846123,46.418,152.735,1966-06-04 23:48:20
Earthquake,15.0,5.6,ISCGEM846173,-14.929,167.839,1966-06-06 01:45:43
Earthquake,215.6,6.6,ISCGEM846184,36.421,71.224,1966-06-06 07:46:17
Earthquake,25.0,6.0,ISCGEM846202,9.528,126.505,1966-06-06 20:47:10
Earthquake,20.0,6.2,ISCGEM846209,-14.828,-75.835,1966-06-07 00:59:46
Earthquake,35.0,5.6,ISCGEM846229,24.328,122.66,1966-06-07 11:44:52
Earthquake,35.0,6.8,ISCGEM846232,11.323,139.593,1966-06-07 13:59:36
Earthquake,93.2,5.7,ISCGEM846291,44.238,147.766,1966-06-09 15:39:27
Earthquake,35.0,5.6,ISCGEM846361,51.399,-178.35,1966-06-11 18:13:38
Earthquake,25.0,6.1,ISCGEM846407,-21.242,174.342,1966-06-13 07:33:13
Earthquake,241.6,6.7,ISCGEM846422,-12.191,167.132,1966-06-13 18:08:37
Earthquake,45.0,7.1,ISCGEM846454,-10.318,161.006,1966-06-15 00:59:50
Earthquake,45.0,6.8,ISCGEMSUP846458,-10.061,161.149,1966-06-15 01:32:58
Earthquake,45.0,5.9,ISCGEM846480,-10.033,160.937,1966-06-15 06:13:54
Earthquake,45.0,5.7,ISCGEM846506,-10.172,160.85,1966-06-15 16:36:29
Earthquake,30.0,5.8,ISCGEM846688,-11.022,165.171,1966-06-21 00:43:17
Earthquake,45.5,5.5,ISCGEM846719,50.164,157.767,1966-06-21 23:06:31
Earthquake,531.8,7.0,ISCGEM846755,-7.24,124.583,1966-06-22 20:29:07
Earthquake,225.0,5.6,ISCGEM846760,43.726,140.19,1966-06-23 05:01:43
Earthquake,25.9,6.0,ISCGEM846868,29.504,80.845,1966-06-27 10:41:09
Earthquake,25.0,5.7,ISCGEM846870,29.543,80.915,1966-06-27 10:49:49
Earthquake,25.0,6.3,ISCGEM846871,29.706,80.935,1966-06-27 10:59:19
Earthquake,115.0,5.6,ISCGEM846885,-38.36,177.139,1966-06-27 21:47:11
Earthquake,45.0,6.0,ISCGEM847002,-13.794,166.644,1966-06-29 21:46:57
Earthquake,112.5,6.4,ISCGEM845124,24.739,122.414,1966-07-01 05:50:40
Earthquake,30.0,5.8,ISCGEM845199,51.745,176.296,1966-07-04 02:55:37
Earthquake,15.0,6.8,ISCGEM845214,51.826,179.778,1966-07-04 18:33:40
Earthquake,15.0,5.8,ISCGEM845228,51.867,-179.88,1966-07-05 02:21:43
Earthquake,35.6,6.1,ISCGEM845391,24.303,125.186,1966-07-10 16:12:44
Earthquake,25.0,6.0,ISCGEM845433,-19.474,-173.254,1966-07-11 22:45:56
Earthquake,39.3,5.7,ISCGEM845457,44.707,37.272,1966-07-12 18:53:11
Earthquake,15.0,6.4,ISCGEM845621,56.241,164.754,1966-07-19 01:40:56
Earthquake,29.7,5.6,ISCGEM845645,51.748,-173.478,1966-07-19 19:20:33
Earthquake,594.4,6.4,ISCGEM845714,-17.757,-178.55,1966-07-21 18:30:16
Earthquake,31.3,5.7,ISCGEM845727,51.664,-173.677,1966-07-22 10:17:22
Earthquake,33.5,5.8,ISCGEM845846,-24.16,-70.082,1966-07-27 04:49:01
Earthquake,20.2,6.0,ISCGEM844039,29.937,68.778,1966-08-01 19:09:56
Earthquake,25.0,6.2,ISCGEM844042,29.906,68.681,1966-08-01 20:30:58
Earthquake,25.0,6.9,ISCGEM844044,29.988,68.588,1966-08-01 21:03:02
Earthquake,35.0,5.7,ISCGEM844147,-10.987,162.767,1966-08-05 04:33:02
Earthquake,19.7,6.9,ISCGEM844214,50.513,-171.301,1966-08-07 02:13:04
Earthquake,35.0,5.6,ISCGEM844216,-10.692,161.237,1966-08-07 03:07:16
Earthquake,6.0,6.35,CI3330114,31.0395,-113.7773333,1966-08-07 17:36:12
Earthquake,30.0,6.0,ISCGEM844250,19.279,-108.27,1966-08-08 08:02:47
Earthquake,98.8,6.0,ISCGEM844300,-20.161,-175.228,1966-08-10 05:01:10
Earthquake,35.0,5.9,ISCGEM844371,-23.495,-175.808,1966-08-11 23:25:39
Earthquake,17.2,5.8,ISCGEM844397,52.563,-161.63,1966-08-12 20:16:59
Earthquake,27.0,5.6,ISCGEM844491,28.565,78.961,1966-08-15 02:15:32
Earthquake,19.8,6.0,ISCGEM844493,13.295,121.467,1966-08-15 02:45:36
Earthquake,10.0,6.0,ISCGEM844503,3.487,64.014,1966-08-15 10:20:40
Earthquake,196.4,5.8,ISCGEM844522,36.395,70.903,1966-08-16 02:16:20
Earthquake,10.0,5.7,ISCGEM844550,37.38,-114.157,1966-08-16 18:02:36
Earthquake,15.0,6.2,ISCGEM844553,-21.343,171.484,1966-08-16 19:45:38
Earthquake,540.0,5.7,ISCGEM844607,-5.026,125.119,1966-08-17 19:54:10
Earthquake,41.9,5.6,ISCGEM844608,52.156,175.053,1966-08-17 20:58:39
Earthquake,68.4,5.8,ISCGEM844633,14.478,-91.84,1966-08-18 10:33:16
Earthquake,55.0,6.1,ISCGEM844645,-0.111,125.071,1966-08-18 14:34:02
Earthquake,32.5,6.0,ISCGEM844646,-0.007,125.026,1966-08-18 14:37:55
Earthquake,24.7,6.8,ISCGEM844692,39.235,41.572,1966-08-19 12:22:12
Earthquake,113.3,5.7,ISCGEM844729,-3.195,-77.166,1966-08-20 07:43:29
Earthquake,159.4,5.8,ISCGEM844732,42.981,140.708,1966-08-20 09:32:32
Earthquake,25.0,6.2,ISCGEM844740,39.438,41.094,1966-08-20 11:59:13
Earthquake,35.0,6.1,ISCGEM844758,-23.734,-175.678,1966-08-20 22:55:02
Earthquake,35.0,6.0,ISCGEM844769,8.48,126.645,1966-08-21 05:00:25
Earthquake,25.0,5.9,ISCGEM844815,-1.741,134.06,1966-08-22 17:02:06
Earthquake,20.0,6.3,ISCGEM844816,-22.499,170.742,1966-08-22 17:42:09
Earthquake,25.0,5.7,ISCGEM844855,23.873,123.228,1966-08-23 18:22:16
Earthquake,55.0,5.8,ISCGEM844923,-27.693,-177.185,1966-08-26 00:51:52
Earthquake,10.0,6.0,ISCGEM844936,-22.128,170.04,1966-08-26 09:06:50
Earthquake,170.0,5.7,ISCGEM845004,-36.094,178.575,1966-08-28 07:29:42
Earthquake,29.6,5.6,ISCGEM845076,61.197,-147.781,1966-08-30 20:20:54
Earthquake,115.0,7.7,ISCGEMSUP843229,2.388,128.49,1966-09-08 21:15:56
Earthquake,35.0,5.6,ISCGEM843231,45.401,150.549,1966-09-08 21:55:41
Earthquake,161.1,5.9,ISCGEM843332,6.761,-72.976,1966-09-11 17:38:05
Earthquake,15.0,6.3,ISCGEM843345,-22.987,170.75,1966-09-12 11:29:37
Earthquake,10.0,5.9,ISCGEM843363,39.385,-120.252,1966-09-12 16:41:04
Earthquake,20.0,6.7,ISCGEM843497,-60.244,-27.199,1966-09-14 23:18:42
Earthquake,20.0,6.2,ISCGEM843527,-60.256,-26.922,1966-09-15 11:51:56
Earthquake,30.0,6.2,ISCGEM843541,22.924,121.507,1966-09-15 17:10:47
Earthquake,20.0,5.7,ISCGEM843661,27.775,54.227,1966-09-18 20:43:56
Earthquake,80.3,6.0,ISCGEMSUP843852,18.261,-100.985,1966-09-25 06:02:29
Earthquake,14.4,5.9,ISCGEM843878,27.419,92.576,1966-09-26 05:10:57
Earthquake,20.0,6.3,ISCGEM843964,27.412,100.103,1966-09-28 14:00:24
Earthquake,150.0,6.9,ISCGEM842266,-21.558,170.596,1966-10-07 15:55:10
Earthquake,55.0,5.6,ISCGEMSUP842271,61.58,-150.126,1966-10-07 20:55:57
Earthquake,15.0,6.1,ISCGEM842278,-16.654,-177.279,1966-10-08 00:12:17
Earthquake,20.0,6.1,ISCGEM842387,-60.354,-26.485,1966-10-11 06:25:55
Earthquake,20.0,6.0,ISCGEM842427,-11.793,121.601,1966-10-12 00:06:38
Earthquake,25.0,5.8,ISCGEM842435,-31.241,-177.747,1966-10-12 04:22:17
Earthquake,15.0,5.7,ISCGEM842540,29.734,142.669,1966-10-16 09:13:28
Earthquake,100.0,5.7,ISCGEMSUP842546,-56.111,-27.62,1966-10-16 12:55:32
Earthquake,40.0,8.1,ISCGEM842581,-10.665,-78.228,1966-10-17 21:42:00
Earthquake,15.0,7.0,ISCGEM842636,-1.571,-15.611,1966-10-19 08:01:34
Earthquake,35.0,5.7,ISCGEM842829,-18.319,167.58,1966-10-26 18:28:55
Earthquake,10.0,6.7,ISCGEM842858,22.232,145.978,1966-10-27 14:21:03
Earthquake,25.0,5.9,ISCGEM842893,38.796,21.242,1966-10-29 02:39:29
Earthquake,26.5,6.0,ISCGEM841257,19.102,-67.878,1966-11-03 16:24:33
Earthquake,15.0,6.4,ISCGEM841338,-15.37,-175.109,1966-11-05 12:45:14
Earthquake,113.0,6.1,ISCGEM841463,-31.973,-68.301,1966-11-10 03:02:34
Earthquake,29.2,5.6,ISCGEM841495,52.141,-169.158,1966-11-11 15:31:05
Earthquake,135.0,5.6,ISCGEM841521,-23.822,-67.863,1966-11-12 11:50:33
Earthquake,32.5,6.0,ISCGEM841525,41.746,144.389,1966-11-12 12:49:44
Earthquake,35.0,6.3,ISCGEM841539,-15.681,167.258,1966-11-12 18:45:03
Earthquake,79.4,5.6,ISCGEM841551,17.042,-61.885,1966-11-13 02:51:54
Earthquake,460.0,5.9,ISCGEM841833,48.019,146.857,1966-11-22 06:29:54
Earthquake,35.0,5.8,ISCGEM841835,-57.964,-25.518,1966-11-22 07:01:12
Earthquake,35.0,5.9,ISCGEM841861,-14.851,167.051,1966-11-23 02:19:13
Earthquake,51.8,5.7,ISCGEM841931,-25.563,-70.497,1966-11-26 02:18:19
Earthquake,16.7,5.6,ISCGEM841997,6.6,-82.746,1966-11-28 07:32:53
Earthquake,125.0,6.8,ISCGEM840322,-13.954,167.045,1966-12-01 04:56:59
Earthquake,75.0,5.7,ISCGEM840351,3.251,128.174,1966-12-02 09:31:18
Earthquake,15.0,5.9,ISCGEM840480,44.475,151.655,1966-12-07 17:17:43
Earthquake,70.0,5.7,ISCGEM840559,14.351,-91.963,1966-12-10 13:06:35
Earthquake,25.0,6.3,ISCGEM840572,-3.424,145.703,1966-12-10 18:08:15
Earthquake,65.0,6.3,ISCGEM840677,-4.928,144.05,1966-12-14 21:07:53
Earthquake,94.3,5.7,ISCGEM840682,21.487,94.322,1966-12-15 02:08:05
Earthquake,20.0,5.7,ISCGEM840723,29.535,80.823,1966-12-16 20:52:18
Earthquake,578.0,6.3,ISCGEM840814,-26.123,-63.152,1966-12-20 12:26:55
Nuclear Explosion,1.2,5.62,CI3329931,37.3021667,-116.4083333,1966-12-20 15:30:01
Earthquake,230.0,6.3,ISCGEM840839,-19.98,169.834,1966-12-21 08:51:59
Earthquake,30.0,6.6,ISCGEM840923,-7.039,148.256,1966-12-23 15:50:21
Earthquake,55.3,5.6,ISCGEM841004,37.126,141.202,1966-12-27 01:22:18
Earthquake,25.0,7.7,ISCGEM841046,-25.494,-70.55,1966-12-28 08:18:07
Earthquake,10.0,5.6,ISCGEM841113,-32.838,-111.783,1966-12-29 22:16:21
Earthquake,55.0,7.8,ISCGEM841173,-12.091,166.552,1966-12-31 18:23:09
Earthquake,35.0,7.1,ISCGEM841184,-12.326,166.491,1966-12-31 22:15:19
Earthquake,30.0,6.5,ISCGEM839215,-15.237,-173.608,1967-01-01 07:05:51
Earthquake,30.0,5.9,ISCGEM839250,-11.2,165.416,1967-01-01 21:59:00
Earthquake,29.1,5.6,ISCGEM839280,-10.187,28.424,1967-01-02 09:47:54
Earthquake,30.0,6.0,ISCGEM839302,-12.347,166.221,1967-01-02 20:00:00
Earthquake,30.0,6.1,ISCGEM839323,-11.093,165.668,1967-01-03 05:35:49
Earthquake,30.0,5.6,ISCGEM839333,-11.112,165.536,1967-01-03 11:05:17
Earthquake,30.0,5.8,ISCGEM839363,-12.376,166.473,1967-01-03 21:23:23
Earthquake,21.6,5.6,ISCGEM839377,20.318,120.114,1967-01-04 03:41:37
Earthquake,92.6,5.5,ISCGEM839405,10.881,-62.33,1967-01-04 20:16:00
Earthquake,13.2,7.0,ISCGEM839412,48.168,103.036,1967-01-05 00:14:41
Earthquake,17.5,5.8,ISCGEMSUP839413,48.477,103.021,1967-01-05 00:42:12
Earthquake,17.5,5.9,ISCGEM839458,48.04,103.013,1967-01-05 23:58:20
Earthquake,39.3,5.9,ISCGEM839459,41.878,143.482,1967-01-06 00:04:06
Earthquake,30.0,5.6,ISCGEM839476,-1.461,126.477,1967-01-06 10:03:05
Earthquake,15.0,6.0,ISCGEM839499,-48.873,112.803,1967-01-07 00:27:24
Earthquake,15.0,5.7,ISCGEM839516,11.854,142.866,1967-01-07 13:34:46
Earthquake,35.0,5.7,ISCGEM839637,-0.149,120.033,1967-01-11 05:54:03
Earthquake,35.0,6.1,ISCGEM839648,33.989,45.738,1967-01-11 11:20:48
Earthquake,40.0,6.2,ISCGEM839723,-10.515,161.406,1967-01-13 13:48:14
Earthquake,30.0,6.0,ISCGEM839817,-11.248,165.623,1967-01-16 14:26:29
Earthquake,590.9,6.2,ISCGEM839838,-27.335,-63.204,1967-01-17 01:07:55
Earthquake,45.8,6.6,ISCGEM839857,38.244,142.152,1967-01-17 11:59:33
Earthquake,25.0,5.5,ISCGEM839881,56.564,120.947,1967-01-18 05:34:37
Earthquake,26.0,5.9,ISCGEM839889,52.565,-168.501,1967-01-18 08:18:23
Earthquake,140.0,5.9,ISCGEM839939,-11.903,166.494,1967-01-19 12:38:31
Earthquake,20.0,6.4,ISCGEM839966,48.105,103.064,1967-01-20 01:57:23
Earthquake,25.0,6.3,ISCGEM840000,-49.917,-114.881,1967-01-21 02:54:04
Earthquake,30.0,6.0,ISCGEM840075,19.973,-109.129,1967-01-23 20:25:40
Earthquake,68.0,5.7,ISCGEM840088,41.5,142.2,1967-01-24 03:05:40
Earthquake,10.0,6.5,ISCGEM840094,-0.922,-21.081,1967-01-24 09:29:11
Earthquake,273.2,6.0,ISCGEM840114,36.715,71.625,1967-01-25 01:50:20
Earthquake,35.0,6.8,ISCGEM840198,52.45,-169.603,1967-01-28 13:53:00
Earthquake,35.0,5.6,ISCGEM840211,52.288,-169.353,1967-01-28 16:31:23
Earthquake,39.9,5.8,ISCGEM840218,52.242,-169.468,1967-01-28 17:42:02
Earthquake,25.0,5.6,ISCGEM840292,26.107,96.115,1967-01-30 21:05:30
Earthquake,10.0,5.6,ISCGEM840310,2.619,-84.363,1967-01-31 13:37:32
Earthquake,65.0,6.1,ISCGEM838453,-57.94,-25.663,1967-02-02 06:25:49
Earthquake,550.0,5.6,ISCGEM838491,-5.542,110.478,1967-02-03 12:48:09
Earthquake,62.0,5.7,ISCGEM838578,56.521,-157.326,1967-02-07 14:53:14
Earthquake,55.0,7.0,ISCGEM838623,2.849,-74.798,1967-02-09 15:24:49
Earthquake,10.0,7.0,ISCGEM838773,52.812,-34.14,1967-02-13 23:14:24
Earthquake,30.0,6.8,ISCGEM838776,13.555,96.463,1967-02-14 01:36:08
Earthquake,630.0,5.8,ISCGEM838782,-13.303,171.408,1967-02-14 05:02:39
Earthquake,600.4,7.0,ISCGEM838830,-9.163,-71.274,1967-02-15 16:11:12
Earthquake,15.0,6.5,ISCGEM838876,-23.878,-175.078,1967-02-17 10:10:52
Earthquake,35.0,5.6,ISCGEM838898,-5.873,153.267,1967-02-18 02:39:20
