Type,Depth,Magnitude,ID,Latitude,Longitude,Dates
Earthquake,80.0,6.3,ISCGEMSUP838960,-8.965,113.017,1967-02-19 22:14:36
Earthquake,95.0,5.9,ISCGEMSUP838961,-0.072,124.213,1967-02-19 23:28:29
Earthquake,20.0,5.5,ISCGEM838981,33.617,75.333,1967-02-20 15:18:41
Earthquake,90.6,5.8,ISCGEM839037,-19.516,169.216,1967-02-22 18:26:48
Earthquake,31.9,6.0,ISCGEM839059,26.184,128.611,1967-02-23 20:38:59
Earthquake,75.0,5.9,ISCGEMSUP839104,-0.077,123.947,1967-02-25 11:20:50
Earthquake,80.0,5.9,ISCGEM839107,-0.114,123.969,1967-02-25 11:38:45
Earthquake,25.0,6.0,ISCGEM839185,32.608,141.649,1967-02-28 09:37:20
Earthquake,118.9,6.0,ISCGEM837313,-0.214,-78.595,1967-03-02 02:47:33
Earthquake,131.1,5.7,ISCGEM837387,21.398,121.823,1967-03-04 05:09:25
Earthquake,226.7,5.7,ISCGEMSUP837388,-18.558,-175.286,1967-03-04 06:16:24
Earthquake,15.0,6.6,ISCGEM837410,39.1,24.684,1967-03-04 17:58:06
Earthquake,15.0,5.9,ISCGEM837574,-10.617,166.198,1967-03-09 06:58:36
Earthquake,15.0,5.9,ISCGEM837598,-10.622,166.333,1967-03-09 18:02:42
Earthquake,55.0,5.9,ISCGEM837709,-10.821,166.388,1967-03-11 08:33:29
Earthquake,28.7,5.9,ISCGEM837720,19.263,-95.801,1967-03-11 14:45:01
Earthquake,20.0,5.7,ISCGEM837800,-40.17,-74.722,1967-03-13 16:06:53
Earthquake,20.0,5.6,ISCGEM837805,19.581,38.874,1967-03-13 19:22:19
Earthquake,16.9,5.7,ISCGEM837822,28.463,94.248,1967-03-14 06:58:05
Earthquake,25.0,6.2,ISCGEM837919,-3.575,150.909,1967-03-17 11:24:47
Earthquake,110.0,5.7,ISCGEM837953,-6.075,146.354,1967-03-18 19:15:37
Earthquake,97.7,6.2,ISCGEMSUP837961,-6.727,129.744,1967-03-19 01:10:51
Earthquake,40.0,6.7,ISCGEM837968,45.527,151.188,1967-03-19 04:01:41
Earthquake,35.0,5.8,ISCGEM838027,45.672,151.301,1967-03-20 13:31:35
Earthquake,34.5,5.7,ISCGEM838029,45.438,151.511,1967-03-20 13:40:53
Earthquake,598.0,6.7,ISCGEM838174,-5.972,112.225,1967-03-24 09:00:20
Earthquake,30.4,5.9,ISCGEM838224,45.201,151.551,1967-03-25 22:47:59
Earthquake,20.0,5.7,ISCGEM838258,-9.182,148.623,1967-03-26 22:39:03
Earthquake,29.7,6.1,ISCGEM838270,38.474,116.608,1967-03-27 08:58:24
Earthquake,15.0,6.4,ISCGEM838272,-16.438,168.214,1967-03-27 10:01:45
Earthquake,15.0,6.2,ISCGEM838363,-11.114,115.227,1967-03-30 02:08:01
Earthquake,35.0,6.1,ISCGEM836186,45.718,151.83,1967-04-01 05:54:21
Earthquake,45.0,5.8,ISCGEM836187,45.661,151.789,1967-04-01 05:57:08
Earthquake,29.8,6.1,ISCGEM836203,45.617,151.703,1967-04-01 12:23:35
Earthquake,22.5,5.9,ISCGEM836262,-6.024,151.499,1967-04-03 08:04:18
Earthquake,27.1,5.9,ISCGEM836328,20.036,147.311,1967-04-05 02:34:10
Earthquake,25.0,5.7,ISCGEM836329,19.992,147.227,1967-04-05 02:47:54
Earthquake,25.0,5.8,ISCGEM836392,20.07,147.252,1967-04-06 12:21:59
Earthquake,15.0,6.0,ISCGEM836469,-3.989,135.677,1967-04-09 00:05:10
Earthquake,35.0,5.7,ISCGEM836516,-7.359,155.753,1967-04-10 04:59:56
Earthquake,35.0,6.1,ISCGEM836535,-7.222,155.833,1967-04-10 15:02:44
Earthquake,10.0,6.1,ISCGEM836539,-63.66,-167.459,1967-04-10 16:47:50
Earthquake,50.0,6.7,ISCGEM836599,5.121,96.286,1967-04-12 04:51:42
Earthquake,50.0,5.6,ISCGEM836610,5.349,96.483,1967-04-12 05:11:18
Earthquake,85.0,5.8,ISCGEM836698,18.309,-100.125,1967-04-13 19:59:53
Earthquake,175.0,5.7,ISCGEMSUP836920,-5.605,129.639,1967-04-20 00:01:27
Earthquake,10.0,6.2,ISCGEM836974,-5.401,126.688,1967-04-21 08:14:24
Earthquake,15.0,5.7,ISCGEM837045,13.558,146.268,1967-04-23 17:52:47
Earthquake,31.6,5.7,ISCGEM837207,51.42,-178.261,1967-04-29 03:55:20
Earthquake,20.0,5.8,ISCGEM837261,-1.808,138.694,1967-04-30 16:59:00
Earthquake,25.0,6.2,ISCGEM835092,39.528,21.267,1967-05-01 07:09:03
Earthquake,30.0,5.9,ISCGEM835202,-55.604,-28.129,1967-05-04 08:17:34
Earthquake,40.0,5.8,ISCGEM835264,-10.425,161.494,1967-05-05 15:00:08
Earthquake,90.0,5.7,ISCGEM835410,5.161,127.412,1967-05-09 21:30:07
Earthquake,15.0,5.6,ISCGEM835469,39.365,73.787,1967-05-11 14:51:01
Earthquake,109.4,6.1,ISCGEM835470,-20.304,-68.821,1967-05-11 15:05:23
Earthquake,10.0,5.7,ISCGEM835811,-59.076,-65.47,1967-05-20 13:02:07
Earthquake,179.3,6.7,ISCGEM835857,-0.897,101.313,1967-05-21 18:45:13
Earthquake,125.0,5.8,ISCGEMSUP835940,-56.191,-27.608,1967-05-23 19:17:48
Earthquake,30.7,5.8,ISCGEM836067,51.851,176.105,1967-05-27 17:23:00
Earthquake,20.0,5.9,ISCGEM836068,36.034,77.714,1967-05-27 19:05:48
Earthquake,20.0,5.8,ISCGEM836104,12.115,143.729,1967-05-29 04:45:44
Earthquake,50.0,5.8,ISCGEM833971,53.567,-165.718,1967-06-01 03:36:19
Earthquake,15.0,5.6,ISCGEM833998,-6.794,154.934,1967-06-01 20:47:45
Earthquake,27.8,5.6,ISCGEM834049,58.207,-151.453,1967-06-03 09:08:57
Earthquake,31.9,5.7,ISCGEM834296,-41.394,-73.809,1967-06-10 05:26:44
Earthquake,10.0,5.8,ISCGEM834375,-44.881,35.508,1967-06-12 05:21:09
Earthquake,40.0,6.0,ISCGEM834403,47.649,154.23,1967-06-12 23:22:46
Earthquake,97.0,5.7,ISCGEM834458,-15.052,-73.315,1967-06-14 03:14:18
Earthquake,29.6,6.2,ISCGEM834461,-15.406,-173.343,1967-06-14 05:06:21
Earthquake,35.0,5.6,ISCGEM834466,47.449,154.503,1967-06-14 08:13:01
Earthquake,163.4,6.0,ISCGEMSUP834571,-58.375,-26.956,1967-06-17 05:00:15
Earthquake,27.1,6.1,ISCGEM834657,52.539,-166.912,1967-06-19 17:07:46
Earthquake,27.6,5.9,ISCGEM834686,52.638,-167.155,1967-06-20 07:38:49
Earthquake,15.0,5.7,ISCGEM834721,-2.336,-77.519,1967-06-21 06:49:54
Earthquake,10.0,5.7,ISCGEM834742,64.65,-147.798,1967-06-21 18:13:04
Earthquake,35.0,6.2,ISCGEM834748,-25.076,-70.394,1967-06-21 20:09:32
Earthquake,90.0,5.8,ISCGEM834808,-5.859,130.325,1967-06-23 05:05:06
Earthquake,16.4,5.6,ISCGEM834840,-19.142,167.74,1967-06-23 21:30:12
Earthquake,20.0,5.7,ISCGEM834876,12.531,141.665,1967-06-24 21:00:26
Earthquake,20.0,5.8,ISCGEM834918,12.488,141.655,1967-06-25 23:18:04
Earthquake,25.0,5.6,ISCGEM834989,-9.543,157.752,1967-06-28 00:14:37
Earthquake,30.0,5.7,ISCGEM835008,-47.085,165.844,1967-06-28 14:34:06
Earthquake,150.0,5.5,ISCGEM835041,-7.249,128.596,1967-06-29 16:36:20
Earthquake,27.5,6.5,ISCGEM832864,54.358,-158.087,1967-07-01 23:10:08
Earthquake,15.0,6.1,ISCGEM832879,8.823,93.637,1967-07-02 07:03:53
Earthquake,158.1,5.7,ISCGEM832985,43.136,142.67,1967-07-04 23:42:14
Earthquake,27.3,6.1,ISCGEM833037,52.557,-168.19,1967-07-06 13:42:26
Earthquake,200.0,5.7,ISCGEM833078,8.571,125.941,1967-07-07 13:28:41
Earthquake,75.0,5.7,ISCGEM833193,4.894,126.855,1967-07-10 19:18:11
Earthquake,20.0,6.1,ISCGEM833263,5.479,-82.732,1967-07-12 21:00:23
Earthquake,30.0,6.2,ISCGEM833382,-0.869,132.73,1967-07-16 13:34:33
Earthquake,20.0,6.4,ISCGEM833516,7.557,134.69,1967-07-20 15:36:24
Earthquake,20.0,6.1,ISCGEM833554,-33.451,-178.828,1967-07-22 03:58:01
Earthquake,30.0,7.4,ISCGEM833573,40.751,30.8,1967-07-22 16:57:00
Earthquake,20.0,6.2,ISCGEM833748,39.568,40.445,1967-07-26 18:53:02
Earthquake,161.2,6.8,ISCGEM833862,6.747,-73.032,1967-07-29 10:24:25
Earthquake,25.0,6.6,ISCGEM833882,10.559,-67.33,1967-07-30 00:00:04
Earthquake,15.0,5.7,ISCGEM833888,40.764,30.609,1967-07-30 01:31:03
Earthquake,50.0,5.7,ISCGEM831812,-13.02,-76.731,1967-08-01 01:13:42
Earthquake,105.0,5.9,ISCGEMSUP832085,-6.484,130.544,1967-08-09 08:20:06
Earthquake,35.0,5.6,ISCGEM832123,45.342,150.317,1967-08-10 11:21:23
Earthquake,143.6,6.7,ISCGEM832178,-24.719,-177.33,1967-08-12 09:39:46
Earthquake,20.0,5.7,ISCGEM832185,-14.89,166.756,1967-08-12 12:30:58
Earthquake,364.3,6.3,ISCGEM832232,35.388,135.43,1967-08-13 20:06:52
Earthquake,10.0,5.7,ISCGEM832236,43.094,-0.731,1967-08-13 22:07:48
Earthquake,20.0,6.3,ISCGEM832238,-4.41,152.439,1967-08-13 22:15:11
Earthquake,20.0,5.7,ISCGEM832279,31.079,93.639,1967-08-15 09:21:03
Earthquake,75.1,5.7,ISCGEM832324,0.873,98.876,1967-08-16 19:19:04
Earthquake,110.0,5.6,ISCGEM832355,27.693,127.685,1967-08-18 03:35:42
Earthquake,35.0,6.0,ISCGEM832408,10.295,125.881,1967-08-19 15:28:07
Earthquake,85.0,5.7,ISCGEM832410,-12.481,166.652,1967-08-19 15:41:54
Earthquake,103.2,5.8,ISCGEM832441,-25.265,-69.044,1967-08-20 15:03:36
Earthquake,39.1,6.6,ISCGEM832453,3.697,95.669,1967-08-21 07:33:03
Earthquake,10.0,6.6,ISCGEM832489,-60.761,-24.301,1967-08-22 13:02:05
Earthquake,10.0,5.7,ISCGEM832490,-60.898,-23.378,1967-08-22 13:17:02
Earthquake,65.9,5.6,ISCGEM832538,43.565,147.578,1967-08-24 03:21:19
Earthquake,25.0,5.8,ISCGEM832545,-14.94,166.902,1967-08-24 10:32:55
Earthquake,20.0,6.2,ISCGEM832603,12.173,140.765,1967-08-26 00:36:42
Earthquake,20.0,5.6,ISCGEM832608,12.273,140.896,1967-08-26 02:07:10
Earthquake,10.0,6.4,ISCGEM832754,31.633,100.262,1967-08-30 04:22:04
Earthquake,10.0,5.8,ISCGEM832769,31.587,100.255,1967-08-30 11:08:49
Earthquake,35.0,6.0,ISCGEM832778,45.444,151.353,1967-08-30 13:33:28
Earthquake,185.0,5.7,ISCGEM830829,-5.615,147.201,1967-09-01 03:31:11
Earthquake,15.0,7.0,ISCGEM830900,-10.656,-79.674,1967-09-03 21:07:29
Earthquake,236.1,6.5,ISCGEM830914,-31.278,-179.422,1967-09-04 03:52:00
Earthquake,32.9,5.7,ISCGEM830967,14.596,93.48,1967-09-06 07:30:12
Earthquake,275.0,5.9,ISCGEM830991,2.626,124.226,1967-09-07 07:12:37
Earthquake,15.0,6.1,ISCGEM831054,12.27,140.953,1967-09-08 22:37:39
Earthquake,580.4,6.7,ISCGEM831067,-27.623,-63.23,1967-09-09 10:06:45
Earthquake,10.0,6.3,ISCGEM831078,-54.55,-136.196,1967-09-09 16:52:02
Earthquake,25.0,5.6,ISCGEM831220,52.741,172.489,1967-09-13 18:41:16
Earthquake,45.0,5.8,ISCGEM831273,35.607,140.738,1967-09-15 00:28:39
Earthquake,13.7,5.8,ISCGEM831281,27.338,91.91,1967-09-15 10:32:44
Earthquake,55.0,5.6,ISCGEM831318,51.721,-176.222,1967-09-16 08:31:58
Earthquake,35.0,5.8,ISCGEM831388,-5.985,146.6,1967-09-18 15:33:07
Earthquake,80.0,6.1,ISCGEM831414,43.065,145.297,1967-09-19 10:56:10
Earthquake,10.0,6.3,ISCGEM831418,-57.799,-23.802,1967-09-19 12:45:33
Earthquake,20.0,7.0,ISCGEM831453,-49.736,164.009,1967-09-20 09:39:16
Earthquake,20.0,5.7,ISCGEMSUP831454,-49.588,163.812,1967-09-20 10:30:54
Earthquake,100.0,6.2,ISCGEMSUP831455,-20.729,169.932,1967-09-20 10:37:18
Earthquake,40.6,6.2,ISCGEM831538,44.626,149.487,1967-09-22 10:18:00
Earthquake,83.1,5.9,ISCGEM831671,-33.463,-70.532,1967-09-26 11:11:25
Earthquake,50.0,6.2,ISCGEM831680,-30.086,-71.446,1967-09-26 16:11:24
Earthquake,15.0,6.2,ISCGEM831724,-6.52,153.465,1967-09-28 04:56:54
Earthquake,20.0,5.9,ISCGEM831732,59.335,-147.157,1967-09-28 15:44:56
Earthquake,30.0,5.7,ISCGEM831791,28.984,129.95,1967-09-30 07:57:22
Earthquake,30.0,6.2,ISCGEM829954,10.878,-85.964,1967-10-03 18:16:07
Earthquake,25.0,6.8,ISCGEM829998,-5.631,153.959,1967-10-04 17:21:19
Earthquake,32.4,5.6,ISCGEM830079,49.107,156.309,1967-10-07 08:28:02
Earthquake,20.0,5.7,ISCGEM830123,-9.445,148.843,1967-10-08 16:59:36
Earthquake,35.0,5.9,ISCGEM830126,-5.623,154.057,1967-10-08 18:08:15
Earthquake,636.8,7.2,ISCGEM830163,-21.182,-179.186,1967-10-09 17:21:49
Earthquake,10.0,5.6,ISCGEM830219,30.449,142.687,1967-10-11 15:52:15
Earthquake,642.9,5.6,ISCGEM830241,-21.025,-179.146,1967-10-12 06:35:08
Earthquake,461.8,5.8,ISCGEM830249,52.13,152.592,1967-10-12 12:53:46
Earthquake,88.2,6.0,ISCGEM830257,-7.131,129.828,1967-10-12 18:31:43
Earthquake,160.4,7.1,ISCGEM830329,11.925,-85.872,1967-10-15 08:00:52
Earthquake,125.0,5.7,ISCGEM830365,1.715,127.493,1967-10-16 16:58:03
Earthquake,35.0,5.7,ISCGEMSUP830403,17.241,121.886,1967-10-17 21:05:24
Earthquake,15.0,6.0,ISCGEM830410,79.765,2.851,1967-10-18 01:11:44
Earthquake,35.0,5.7,ISCGEM830433,-33.799,-179.34,1967-10-18 22:06:26
Earthquake,71.1,6.8,ISCGEM830608,24.401,122.218,1967-10-25 00:59:25
Earthquake,75.0,5.7,ISCGEM830643,24.416,122.275,1967-10-26 00:22:24
Earthquake,15.0,5.7,ISCGEM828992,-4.624,135.649,1967-11-01 18:56:55
Earthquake,550.0,5.6,ISCGEM829065,-17.727,-178.856,1967-11-04 10:17:14
Earthquake,35.0,6.0,ISCGEM829071,37.317,141.846,1967-11-04 13:26:47
Earthquake,30.0,6.7,ISCGEM829073,43.523,144.316,1967-11-04 14:30:39
Earthquake,30.0,5.6,ISCGEM829076,43.502,144.261,1967-11-04 14:46:03
Earthquake,93.7,6.1,ISCGEM829085,-2.704,-77.631,1967-11-04 16:26:49
Earthquake,46.7,5.6,ISCGEM829146,-15.043,-172.636,1967-11-07 03:49:20
Earthquake,20.0,5.6,ISCGEM829167,16.853,-85.789,1967-11-08 03:10:54
Earthquake,30.0,5.6,ISCGEMSUP829171,-5.233,133.932,1967-11-08 06:07:22
Earthquake,30.0,5.8,ISCGEM829187,51.094,178.524,1967-11-08 17:09:29
Earthquake,584.2,6.2,ISCGEM829200,-7.163,123.752,1967-11-09 02:18:48
Earthquake,22.4,5.9,ISCGEM829277,-6.157,71.342,1967-11-11 12:14:57
Earthquake,15.0,6.4,ISCGEM829308,-17.279,-171.847,1967-11-12 10:36:51
Earthquake,210.0,5.9,ISCGEM829356,-5.46,147.112,1967-11-14 05:28:39
Earthquake,34.8,6.3,ISCGEM829395,-28.865,-71.369,1967-11-15 21:31:56
Earthquake,15.0,5.7,ISCGEM829434,28.381,-43.765,1967-11-17 04:58:57
Earthquake,35.0,5.8,ISCGEM829507,36.44,141.272,1967-11-19 12:07:00
Earthquake,20.0,6.4,ISCGEM829518,-22.642,171.04,1967-11-19 17:29:20
Earthquake,15.0,5.7,ISCGEM829595,72.763,8.011,1967-11-21 17:02:25
Earthquake,20.0,5.9,ISCGEM829627,-22.687,170.92,1967-11-22 15:19:26
Earthquake,11.9,6.5,ISCGEM829645,14.432,52.099,1967-11-23 08:35:54
Earthquake,15.0,6.5,ISCGEM829651,80.161,-0.794,1967-11-23 13:42:04
Earthquake,35.0,5.7,ISCGEM829719,28.583,130.138,1967-11-26 00:08:12
Earthquake,145.0,5.7,ISCGEMSUP829723,-8.046,112.981,1967-11-26 02:54:05
Earthquake,60.5,5.6,ISCGEM829758,-31.128,-71.396,1967-11-27 05:13:14
Earthquake,130.1,5.6,ISCGEM829793,32.165,130.844,1967-11-28 02:36:56
Earthquake,20.0,6.7,ISCGEM829860,41.386,20.532,1967-11-30 07:23:52
Earthquake,143.0,6.3,ISCGEM827982,49.439,154.435,1967-12-01 13:57:04
Earthquake,140.0,5.6,ISCGEMSUP828169,-14.591,167.312,1967-12-07 09:49:37
Earthquake,10.0,5.8,ISCGEM828224,-10.862,164.226,1967-12-09 10:50:45
Earthquake,20.0,5.6,ISCGEM828247,40.478,-124.656,1967-12-10 12:06:55
Earthquake,15.0,6.6,ISCGEM828259,17.412,73.885,1967-12-10 22:51:23
Earthquake,140.0,5.8,ISCGEM828346,47.594,152.727,1967-12-13 10:38:26
Earthquake,40.0,5.7,ISCGEM828363,-19.164,168.656,1967-12-13 19:07:14
Earthquake,50.0,6.0,ISCGEM828472,51.22,157.619,1967-12-16 20:54:03
Earthquake,20.0,5.7,ISCGEM828521,12.062,143.799,1967-12-18 14:04:22
Earthquake,45.0,7.3,ISCGEM828604,-21.865,-69.939,1967-12-21 02:25:26
Earthquake,45.0,5.9,ISCGEM828681,-5.206,151.831,1967-12-23 13:23:15
Earthquake,15.0,6.4,ISCGEM828719,17.351,-61.232,1967-12-24 20:03:12
Earthquake,15.0,6.2,ISCGEM828721,17.543,-61.31,1967-12-24 21:32:33
Earthquake,35.0,7.2,ISCGEM828730,-5.208,153.742,1967-12-25 01:23:32
Earthquake,46.4,6.3,ISCGEM828737,-21.58,-70.299,1967-12-25 10:41:32
Earthquake,114.7,6.7,ISCGEMSUP828795,-21.362,-68.311,1967-12-27 09:17:54
Earthquake,15.0,6.5,ISCGEM828812,-22.548,-174.673,1967-12-27 16:22:47
Earthquake,10.0,5.7,ISCGEM828952,-7.103,154.844,1967-12-31 15:05:33
Earthquake,60.0,5.9,ISCGEM826890,-5.175,153.421,1968-01-02 00:21:12
Earthquake,26.0,6.1,ISCGEM826944,52.226,-171.468,1968-01-04 00:57:44
Earthquake,15.0,5.8,ISCGEM826964,-9.779,148.835,1968-01-04 10:27:39
Earthquake,30.0,6.4,ISCGEM827036,-27.845,-70.873,1968-01-06 23:27:23
Earthquake,116.6,5.7,ISCGEM827050,-5.042,153.961,1968-01-07 09:56:41
Earthquake,15.0,6.0,ISCGEM827052,33.623,141.938,1968-01-07 11:12:31
Earthquake,35.0,6.1,ISCGEM827209,23.965,122.161,1968-01-13 07:03:45
Earthquake,179.2,5.7,ISCGEM827223,-24.28,-67.006,1968-01-13 16:07:04
Earthquake,116.0,6.0,ISCGEMSUP827261,-7.552,127.871,1968-01-14 12:25:11
Earthquake,10.0,5.6,ISCGEM827264,52.619,-171.445,1968-01-14 12:40:46
Earthquake,10.0,6.2,ISCGEM827274,52.53,-171.418,1968-01-14 17:43:08
Earthquake,10.0,6.4,ISCGEM827285,37.702,13.033,1968-01-15 02:01:06
Earthquake,27.5,6.7,ISCGEM827419,-9.213,158.542,1968-01-19 06:04:39
Earthquake,17.5,5.7,ISCGEM827437,-42.559,-75.278,1968-01-19 14:39:39
Earthquake,20.0,5.7,ISCGEM827486,-16.097,178.131,1968-01-20 16:41:30
Earthquake,356.6,6.1,ISCGEM827497,-30.116,-179.547,1968-01-20 21:21:33
Earthquake,21.2,6.5,ISCGEM827525,-1.352,-14.249,1968-01-21 16:42:30
Earthquake,30.6,6.8,ISCGEM827666,-8.875,120.265,1968-01-26 04:45:44
Earthquake,212.0,5.6,ISCGEM827761,36.448,70.451,1968-01-29 05:00:10
Earthquake,36.9,7.4,ISCGEM827772,43.566,146.741,1968-01-29 10:19:07
Earthquake,33.0,6.1,ISCGEM827807,43.343,147.259,1968-01-29 16:42:51
Earthquake,15.0,5.9,ISCGEM827832,43.246,147.701,1968-01-30 01:48:28
Earthquake,596.0,6.3,ISCGEM827844,-6.066,113.373,1968-01-30 03:44:25
Earthquake,36.0,5.6,ISCGEM825631,43.203,146.986,1968-02-01 12:47:25
Earthquake,35.0,5.7,ISCGEM825690,46.606,152.761,1968-02-03 03:26:17
Earthquake,25.0,5.8,ISCGEM825692,16.578,-99.533,1968-02-03 05:36:18
Earthquake,23.5,6.6,ISCGEM825732,43.05,147.283,1968-02-04 11:00:50
Earthquake,100.0,5.6,ISCGEM825838,-0.135,124.145,1968-02-06 04:37:19
Earthquake,45.0,5.6,ISCGEM825854,-28.59,-70.999,1968-02-06 11:19:27
Earthquake,60.0,5.6,ISCGEM826015,46.026,152.189,1968-02-10 10:00:04
Earthquake,30.0,7.3,ISCGEM826088,-5.42,153.368,1968-02-12 05:44:45
Earthquake,85.0,5.7,ISCGEM826118,-5.48,131.26,1968-02-13 02:12:35
Earthquake,30.0,5.7,ISCGEM826330,-5.469,153.269,1968-02-19 13:55:09
Earthquake,15.0,7.2,ISCGEM826342,39.368,24.957,1968-02-19 22:45:45
Earthquake,10.0,5.8,ISCGEM826365,12.343,-47.01,1968-02-20 02:19:50
Earthquake,10.0,6.2,ISCGEM826420,32.066,130.712,1968-02-21 01:44:54
Earthquake,35.0,5.6,ISCGEM826443,-4.04,128.531,1968-02-21 08:57:53
Earthquake,20.0,5.7,ISCGEM826634,-32.637,-177.479,1968-02-24 01:11:12
Earthquake,65.5,5.6,ISCGEM826722,37.586,141.65,1968-02-25 20:00:32
Earthquake,25.0,7.1,ISCGEM826743,22.733,121.368,1968-02-26 10:50:19
Earthquake,26.3,5.8,ISCGEM826771,12.194,140.638,1968-02-27 05:19:04
Earthquake,25.0,5.9,ISCGEM826780,12.117,140.757,1968-02-27 10:54:39
Earthquake,344.1,6.3,ISCGEM826814,32.928,137.82,1968-02-28 12:08:02
Earthquake,15.0,5.9,ISCGEM824551,-6.164,71.374,1968-03-02 22:02:24
Earthquake,422.7,5.7,ISCGEMSUP824599,1.584,122.452,1968-03-03 22:55:36
Earthquake,35.0,6.3,ISCGEM824679,9.507,126.415,1968-03-05 18:16:38
Earthquake,35.0,6.1,ISCGEMSUP824681,9.526,126.196,1968-03-05 18:38:05
Earthquake,45.0,6.3,ISCGEM824753,-5.897,151.013,1968-03-07 13:22:19
Earthquake,75.0,5.7,ISCGEM824817,-5.603,154.093,1968-03-09 03:19:23
Earthquake,70.0,5.5,ISCGEM824862,51.955,-177.212,1968-03-10 03:49:34
Earthquake,70.0,5.8,ISCGEM824869,-36.391,179.575,1968-03-10 07:11:22
Earthquake,109.1,6.4,ISCGEM824904,-16.212,-173.889,1968-03-11 08:26:33
Earthquake,65.0,6.1,ISCGEMSUP825125,3.204,128.182,1968-03-17 20:14:34
Earthquake,95.8,5.6,ISCGEM825254,-20.624,-69.119,1968-03-22 01:55:44
Earthquake,25.0,5.7,ISCGEM825263,13.255,145.77,1968-03-22 09:15:10
Earthquake,554.4,6.1,ISCGEM825405,-6.626,116.161,1968-03-26 00:42:00
Earthquake,84.8,5.8,ISCGEM825435,8.103,126.317,1968-03-26 19:40:43
Earthquake,45.0,5.6,ISCGEM825455,47.914,154.053,1968-03-27 04:52:47
Earthquake,17.5,5.7,ISCGEM825483,-4.178,133.149,1968-03-27 22:36:43
Earthquake,34.2,7.5,ISCGEM823387,32.449,132.269,1968-04-01 00:42:07
Earthquake,30.0,6.8,ISCGEM823402,32.241,132.136,1968-04-01 07:13:19
Earthquake,36.4,5.9,ISCGEM823568,51.359,176.55,1968-04-07 04:40:21
Earthquake,10.0,6.6,CI3329122,33.1798333,-116.103,1968-04-09 02:29:00
Earthquake,24.2,5.6,ISCGEM823906,33.514,141.763,1968-04-14 08:37:11
Earthquake,10.0,5.8,ISCGEM824085,-42.68,-16.088,1968-04-19 09:04:26
Earthquake,15.0,6.3,ISCGEM824136,-15.676,-172.705,1968-04-20 12:25:09
Earthquake,25.0,6.3,ISCGEM824168,38.621,143.286,1968-04-21 08:34:03
Earthquake,20.1,6.2,ISCGEM824251,58.645,-150.086,1968-04-23 20:29:15
Earthquake,30.0,6.2,ISCGEM824329,-15.575,-172.91,1968-04-26 00:42:35
Nuclear Explosion,1.2,5.63,CI3342128,37.2953333,-116.4556667,1968-04-26 15:00:02
Earthquake,30.0,6.1,ISCGEM824353,18.462,-103.528,1968-04-26 17:47:59
Earthquake,15.0,5.5,ISCGEM824395,44.757,174.533,1968-04-28 04:18:14
Earthquake,82.3,5.9,ISCGEMSUP821497,18.682,-69.641,1968-05-02 05:29:39
Earthquake,125.3,5.7,ISCGEM821518,-6.348,129.915,1968-05-02 23:26:04
Earthquake,97.4,5.7,ISCGEM821533,25.191,124.636,1968-05-03 05:32:47
Earthquake,159.4,5.7,ISCGEM821652,6.741,-73.002,1968-05-07 09:00:29
Earthquake,15.0,5.6,ISCGEMSUP821687,-58.011,157.724,1968-05-08 11:00:05
Earthquake,10.0,6.4,ISCGEM821690,43.597,-128.135,1968-05-08 12:17:13
Earthquake,18.8,5.7,ISCGEM821729,-5.348,-81.835,1968-05-09 12:52:24
Earthquake,50.0,5.8,ISCGEM821806,-6.34,147.107,1968-05-11 15:33:39
Earthquake,160.1,6.7,ISCGEM821902,29.938,129.445,1968-05-14 14:05:06
Earthquake,25.7,5.6,ISCGEM821931,-15.894,26.113,1968-05-15 07:51:18
Earthquake,20.0,5.6,ISCGEM821938,-29.787,-179.035,1968-05-15 15:00:31
Earthquake,29.9,8.2,ISCGEM821946,40.86,143.435,1968-05-16 00:49:02
Earthquake,25.0,6.0,ISCGEM821948,41.11,143.5,1968-05-16 01:04:56
Earthquake,30.0,5.8,ISCGEM822047,41.097,143.204,1968-05-16 06:36:52
Earthquake,29.3,6.1,ISCGEM822073,41.444,142.815,1968-05-16 08:58:14
Earthquake,25.0,7.9,ISCGEM822083,41.43,142.864,1968-05-16 10:39:02
Earthquake,25.0,6.5,ISCGEM822151,39.856,143.745,1968-05-16 16:13:46
Earthquake,59.3,5.7,ISCGEM822165,40.82,142.198,1968-05-16 18:43:22
Earthquake,43.3,6.1,ISCGEM822166,41.35,142.614,1968-05-16 19:16:48
Earthquake,20.0,5.7,ISCGEM822171,12.678,141.471,1968-05-16 19:45:07
Earthquake,37.1,6.1,ISCGEM822175,41.506,142.717,1968-05-16 20:22:16
Earthquake,43.0,6.5,ISCGEM822187,39.808,143.233,1968-05-16 23:04:58
Earthquake,27.8,6.1,ISCGEM822237,39.698,143.516,1968-05-17 10:42:47
Earthquake,20.0,6.3,ISCGEM822260,40.699,144.192,1968-05-17 16:02:24
Earthquake,34.9,6.1,ISCGEM822266,39.684,143.366,1968-05-17 18:17:09
Earthquake,15.0,5.8,ISCGEM822280,-55.446,-27.854,1968-05-18 01:02:28
Earthquake,20.0,6.3,ISCGEM822332,35.626,141.955,1968-05-19 04:12:38
Earthquake,37.4,6.1,ISCGEM822368,40.941,143.458,1968-05-19 22:16:49
Earthquake,15.0,5.9,ISCGEM822379,40.15,144.063,1968-05-20 03:16:20
